,order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category,revenue,quarter,year,month,week_day
210,33377, Order Finished  , Beth Thompson          ,2011-07-31,20,200800,0.06,12048, Office Supplies  , Paper                          ,188752,2011Q3,2011,July-2011,Sunday
211,33444, Order Finished  , Alan Barnes            ,2012-10-06,11,61020,0.09,5492, Office Supplies  , Pens & Art Supplies            ,55528,2012Q4,2012,October-2012,Saturday
212,33703, Order Finished  , Carl Ludwig            ,2010-02-06,4,484720,0.08,38778, Technology       , Computer Peripherals           ,445942,2010Q1,2010,February-2010,Saturday
213,33734, Order Finished  , Jamie Kunitz           ,2011-10-17,13,743880,0.05,37194, Office Supplies  , Paper                          ,706686,2011Q4,2011,October-2011,Monday
214,33888, Order Finished  , Heather Kirkland       ,2009-08-20,31,698860,0.04,27954, Office Supplies  , Binders and Binder Accessories ,670906,2009Q3,2009,August-2009,Thursday
215,33894, Order Finished  , Doug Bickford          ,2010-06-14,14,281320,0.0,0, Office Supplies  , Paper                          ,281320,2010Q2,2010,June-2010,Monday
217,34177, Order Finished  , Toby Braunhardt        ,2009-08-15,13,68840,0.02,1377, Office Supplies  , Labels                         ,67463,2009Q3,2009,August-2009,Saturday
218,34215, Order Finished  , Cari Schnelling        ,2011-05-14,6,71300,0.02,1426, Office Supplies  , Binders and Binder Accessories ,69874,2011Q2,2011,May-2011,Saturday
219,34246, Order Finished  , Thomas Seio            ,2010-10-07,49,399720,0.03,11992, Office Supplies  , Appliances                     ,387728,2010Q4,2010,October-2010,Thursday
220,34631, Order Finished  , Brendan Dodson         ,2009-10-23,5,44120,0.06,2647, Office Supplies  , Binders and Binder Accessories ,41473,2009Q4,2009,October-2009,Friday
221,35047, Order Returned  , Charlotte Melton       ,2010-06-09,31,296340,0.0,0, Office Supplies  , Rubber Bands                   ,296340,2010Q2,2010,June-2010,Wednesday
222,35266, Order Finished  , Beth Thompson          ,2011-01-10,39,434500,0.07,30415, Office Supplies  , Pens & Art Supplies            ,404085,2011Q1,2011,January-2011,Monday
223,35847, Order Finished  , Eugene Barchas         ,2009-01-30,23,723300,0.08,57864, Technology       , Computer Peripherals           ,665436,2009Q1,2009,January-2009,Friday
224,36001, Order Finished  , Michelle Lonsdale      ,2011-03-28,45,2077640,0.05,103882, Office Supplies  , Binders and Binder Accessories ,1973758,2011Q1,2011,March-2011,Monday
225,36134, Order Finished  , Grant Carroll          ,2010-11-22,6,1653947,0.01,16539, Technology       , Telephones and Communication   ,1637408,2010Q4,2010,November-2010,Monday
226,36135, Order Finished  , Beth Paige             ,2011-05-30,33,1998452,0.02,39969, Technology       , Telephones and Communication   ,1958483,2011Q2,2011,May-2011,Monday
227,36644, Order Finished  , Dorothy Wardle         ,2012-05-13,24,4596640,0.06,275798, Technology       , Computer Peripherals           ,4320842,2012Q2,2012,May-2012,Sunday
228,36646, Order Finished  , Muhammed MacIntyre     ,2010-06-08,24,2336300,0.04,93452, Office Supplies  , Storage & Organization         ,2242848,2010Q2,2010,June-2010,Tuesday
229,36707, Order Returned  , Charlotte Melton       ,2009-11-29,47,363560,0.02,7271, Office Supplies  , Rubber Bands                   ,356289,2009Q4,2009,November-2009,Sunday
230,37253, Order Finished  , Muhammed MacIntyre     ,2012-09-01,46,2368640,0.09,213178, Technology       , Computer Peripherals           ,2155462,2012Q3,2012,September-2012,Saturday
231,37541, Order Finished  , Claudia Miner          ,2010-02-26,3,143880,0.01,1439, Technology       , Computer Peripherals           ,142441,2010Q1,2010,February-2010,Friday
232,37634, Order Finished  , Brendan Dodson         ,2012-05-21,32,736360,0.07,51545, Office Supplies  , Storage & Organization         ,684815,2012Q2,2012,May-2012,Monday
233,37793, Order Finished  , Dorothy Wardle         ,2009-11-08,16,448940,0.08,35915, Office Supplies  ," Scissors, Rulers and Trimmers  ",413025,2009Q4,2009,November-2009,Sunday
234,37860, Order Returned  , Mike Pelletier         ,2010-08-27,1,209700,0.07,14679, Furniture        , Office Furnishings             ,195021,2010Q3,2010,August-2010,Friday
235,38884, Order Finished  , Edward Hooks           ,2012-08-17,47,512000,0.03,15360, Office Supplies  , Paper                          ,496640,2012Q3,2012,August-2012,Friday
236,39364, Order Finished  , Jamie Kunitz           ,2012-11-09,29,5509860,0.06,330592, Furniture        , Office Furnishings             ,5179268,2012Q4,2012,November-2012,Friday
238,39683, Order Finished  , Jeremy Lonsdale        ,2011-08-10,31,1231160,0.04,49246, Office Supplies  , Binders and Binder Accessories ,1181914,2011Q3,2011,August-2011,Wednesday
239,39846, Order Finished  , Cindy Schnelling       ,2009-02-27,14,142940,0.06,8576, Technology       , Computer Peripherals           ,134364,2009Q1,2009,February-2009,Friday
240,40036, Order Finished  , Heather Kirkland       ,2010-06-07,10,1136671,0.02,22733, Technology       , Telephones and Communication   ,1113938,2010Q2,2010,June-2010,Monday
241,40067, Order Finished  , Alan Barnes            ,2012-02-17,38,4314617,0.0,0, Technology       , Telephones and Communication   ,4314617,2012Q1,2012,February-2012,Friday
242,40132, Order Returned  , Hunter Glantz          ,2012-02-23,26,2726000,0.04,109040, Furniture        , Chairs & Chairmats             ,2616960,2012Q1,2012,February-2012,Thursday
243,40160, Order Returned  , Julia West             ,2009-10-15,23,2808440,0.1,280844, Furniture        , Office Furnishings             ,2527596,2009Q4,2009,October-2009,Thursday
244,40518, Order Finished  , Carlos Daly            ,2009-03-13,3,35040,0.05,1752, Office Supplies  , Binders and Binder Accessories ,33288,2009Q1,2009,March-2009,Friday
245,40519, Order Cancelled , NULL                   ,2009-03-13,3,35040,0.05,1752, Office Supplies  , Binders and Binder Accessories ,33288,2009Q1,2009,March-2009,Friday
247,40902, Order Finished  , Susan Vittorini        ,2009-07-07,25,384360,0.02,7687, Office Supplies  , Binders and Binder Accessories ,376673,2009Q3,2009,July-2009,Tuesday
248,41063, Order Finished  , Carl Jackson           ,2012-11-21,22,967920,0.01,9679, Office Supplies  , Pens & Art Supplies            ,958241,2012Q4,2012,November-2012,Wednesday
249,41153, Order Finished  , Alan Barnes            ,2009-03-02,29,1724400,0.1,172440, Technology       , Computer Peripherals           ,1551960,2009Q1,2009,March-2009,Monday
250,41184, Order Finished  , Charlotte Melton       ,2011-09-22,7,240060,0.02,4801, Office Supplies  , Storage & Organization         ,235259,2011Q3,2011,September-2011,Thursday
251,41409, Order Finished  , Beth Thompson          ,2011-07-21,1,37840,0.0,0, Office Supplies  , Binders and Binder Accessories ,37840,2011Q3,2011,July-2011,Thursday
252,41696, Order Finished  , Bryan Mills            ,2009-07-13,45,474560,0.03,14237, Office Supplies  , Appliances                     ,460323,2009Q3,2009,July-2009,Monday
253,42209, Order Finished  , Alan Barnes            ,2010-03-29,5,649100,0.08,51928, Office Supplies  , Appliances                     ,597172,2010Q1,2010,March-2010,Monday
254,42561, Order Finished  , Beth Paige             ,2010-02-06,15,2125918,0.07,148814, Technology       , Telephones and Communication   ,1977104,2010Q1,2010,February-2010,Saturday
256,42695, Order Finished  , Delfina Latchford      ,2010-12-22,12,1420656,0.02,28413, Technology       , Telephones and Communication   ,1392243,2010Q4,2010,December-2010,Wednesday
257,42981, Order Finished  , Susan Vittorini        ,2009-05-30,4,7021640,0.05,351082, Office Supplies  , Binders and Binder Accessories ,6670558,2009Q2,2009,May-2009,Saturday
258,43109, Order Finished  , Dorothy Wardle         ,2012-12-21,19,563680,0.06,33821, Office Supplies  , Binders and Binder Accessories ,529859,2012Q4,2012,December-2012,Friday
259,43203, Order Returned  , Susan Vittorini        ,2012-02-14,32,450320,0.02,9006, Office Supplies  , Paper                          ,441314,2012Q1,2012,February-2012,Tuesday
260,43236, Order Finished  , Jamie Kunitz           ,2010-07-03,20,410660,0.0,0, Furniture        , Office Furnishings             ,410660,2010Q3,2010,July-2010,Saturday
261,43267, Order Finished  , Fred Wasserman         ,2011-05-16,17,2736280,0.05,136814, Office Supplies  , Appliances                     ,2599466,2011Q2,2011,May-2011,Monday
262,43329, Order Finished  , Doug Bickford          ,2010-03-07,42,4951660,0.09,445649, Office Supplies  , Appliances                     ,4506011,2010Q1,2010,March-2010,Sunday
263,43330, Order Finished  , Fred Wasserman         ,2009-04-27,40,4411517,0.03,132346, Technology       , Telephones and Communication   ,4279171,2009Q2,2009,April-2009,Monday
264,43364, Order Finished  , Susan Vittorini        ,2012-04-07,21,1048400,0.04,41936, Office Supplies  , Envelopes                      ,1006464,2012Q2,2012,April-2012,Saturday
266,43781, Order Finished  , Claudia Miner          ,2010-02-02,45,994280,0.05,49714, Office Supplies  , Envelopes                      ,944566,2010Q1,2010,February-2010,Tuesday
267,44071, Order Finished  , Frank Price            ,2012-04-15,19,221340,0.08,17707, Office Supplies  , Binders and Binder Accessories ,203633,2012Q2,2012,April-2012,Sunday
268,44519, Order Finished  , Dorothy Wardle         ,2010-05-19,48,449160,0.03,13475, Office Supplies  , Binders and Binder Accessories ,435685,2010Q2,2010,May-2010,Wednesday
269,44708, Order Finished  , Allen Rosenblatt       ,2009-07-27,15,61360,0.02,1227, Furniture        , Office Furnishings             ,60133,2009Q3,2009,July-2009,Monday
270,44772, Order Finished  , Dorothy Wardle         ,2009-03-31,1,108154,0.07,7571, Technology       , Telephones and Communication   ,100583,2009Q1,2009,March-2009,Tuesday
271,44839, Order Finished  , Julia West             ,2012-06-11,27,1799940,0.09,161995, Furniture        , Office Furnishings             ,1637945,2012Q2,2012,June-2012,Monday
273,45440, Order Finished  , Michelle Lonsdale      ,2012-08-09,5,1496580,0.02,29932, Furniture        , Chairs & Chairmats             ,1466648,2012Q3,2012,August-2012,Thursday
274,45766, Order Finished  , Charlotte Melton       ,2010-05-07,37,5044420,0.0,0, Furniture        , Office Furnishings             ,5044420,2010Q2,2010,May-2010,Friday
275,45861, Order Finished  , Allen Rosenblatt       ,2011-08-25,39,1361717,0.05,68086, Technology       , Telephones and Communication   ,1293631,2011Q3,2011,August-2011,Thursday
276,45957, Order Finished  , Neola Schneider        ,2010-09-21,20,1519680,0.06,91181, Technology       , Computer Peripherals           ,1428499,2010Q3,2010,September-2010,Tuesday
277,46912, Order Finished  , Joy Bell               ,2012-06-30,5,588000,0.0,0, Furniture        , Office Furnishings             ,588000,2012Q2,2012,June-2012,Saturday
278,46980, Order Finished  , Monica Federle         ,2011-01-17,34,432600,0.01,4326, Office Supplies  , Labels                         ,428274,2011Q1,2011,January-2011,Monday
279,47460, Order Finished  , Jamie Kunitz           ,2010-10-10,12,63200,0.1,6320, Office Supplies  , Pens & Art Supplies            ,56880,2010Q4,2010,October-2010,Sunday
280,47462, Order Finished  , Susan Vittorini        ,2011-06-09,43,308360,0.08,24669, Office Supplies  , Binders and Binder Accessories ,283691,2011Q2,2011,June-2011,Thursday
281,47620, Order Returned  , Charles McCrossin      ,2012-06-26,27,604400,0.04,24176, Office Supplies  ," Scissors, Rulers and Trimmers  ",580224,2012Q2,2012,June-2012,Tuesday
282,47749, Order Finished  , Cari Schnelling        ,2010-03-16,46,799160,0.04,31966, Office Supplies  ," Scissors, Rulers and Trimmers  ",767194,2010Q1,2010,March-2010,Tuesday
283,47873, Order Finished  , Doug Bickford          ,2010-11-13,8,104780,0.08,8382, Furniture        , Office Furnishings             ,96398,2010Q4,2010,November-2010,Saturday
284,47943, Order Finished  , Don Miller             ,2009-11-14,12,122180,0.04,4887, Office Supplies  , Labels                         ,117293,2009Q4,2009,November-2009,Saturday
285,48101, Order Finished  , Fred Wasserman         ,2011-09-12,4,217740,0.05,10887, Office Supplies  , Paper                          ,206853,2011Q3,2011,September-2011,Monday
287,48839, Order Finished  , Carlos Daly            ,2010-07-10,1,194260,0.05,9713, Office Supplies  , Labels                         ,184547,2010Q3,2010,July-2010,Saturday
288,49154, Order Finished  , Joy Bell               ,2009-03-06,26,3047000,0.07,213290, Office Supplies  , Appliances                     ,2833710,2009Q1,2009,March-2009,Friday
289,49921, Order Finished  , Claudia Miner          ,2011-02-17,5,1512300,0.06,90738, Technology       , Office Machines                ,1421562,2011Q1,2011,February-2011,Thursday
290,49952, Order Finished  , Beth Thompson          ,2011-11-19,12,2647340,0.04,105894, Furniture        , Office Furnishings             ,2541446,2011Q4,2011,November-2011,Saturday
291,50117, Order Finished  , Allen Rosenblatt       ,2011-06-03,17,94880,0.09,8539, Office Supplies  , Labels                         ,86341,2011Q2,2011,June-2011,Friday
292,50278, Order Finished  , Beth Thompson          ,2010-05-25,2,102420,0.0,0, Office Supplies  , Binders and Binder Accessories ,102420,2010Q2,2010,May-2010,Tuesday
293,50374, Order Returned  , Susan Vittorini        ,2009-05-30,30,6964820,0.05,348241, Office Supplies  , Binders and Binder Accessories ,6616579,2009Q2,2009,May-2009,Saturday
294,50565, Order Finished  , Sylvia Foulston        ,2012-08-30,43,1366920,0.09,123023, Office Supplies  , Envelopes                      ,1243897,2012Q3,2012,August-2012,Thursday
295,50688, Order Finished  , Joy Bell               ,2011-12-16,50,1200440,0.08,96035, Office Supplies  ," Scissors, Rulers and Trimmers  ",1104405,2011Q4,2011,December-2011,Friday
296,50754, Order Finished  , Becky Castell          ,2009-12-09,9,128061,0.06,7684, Technology       , Telephones and Communication   ,120377,2009Q4,2009,December-2009,Wednesday
298,51169, Order Finished  , Cari Schnelling        ,2010-12-24,2,583320,0.08,46666, Furniture        , Office Furnishings             ,536654,2010Q4,2010,December-2010,Friday
299,51938, Order Finished  , Jim Radford            ,2011-05-17,5,1006655,0.06,60399, Technology       , Telephones and Communication   ,946256,2011Q2,2011,May-2011,Tuesday
300,51970, Order Finished  , Allen Rosenblatt       ,2012-01-11,1,343420,0.06,20605, Technology       , Office Machines                ,322815,2012Q1,2012,January-2012,Wednesday
301,51971, Order Finished  , Dorothy Badders        ,2011-10-03,39,2652080,0.02,53042, Office Supplies  , Storage & Organization         ,2599038,2011Q4,2011,October-2011,Monday
